estabelecimento_referencia,position,title,rating,reviews,type,thumbnail,latitude,longitude
Loirão Bar,1,Loirassa Bar,4.2,2792,"['Bar', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipNiJeGb8pbcJ-hBXRmRN2F2AUQ0Oi1cP847pnNL=w156-h156-n-k-no,-23.4945295,-46.611478999999996
Loirão Bar,2,Boteco do Zoutros,4.4,1372,['Bar'],https://lh5.googleusercontent.com/p/AF1QipPP-Of327NaChGmNvYWfgKYxsZeCS97h4YAmrc=w156-h156-n-k-no,-23.4885344,-46.609872599999996
Loirão Bar,3,New Altas Horas Bar and Snack,4.5,971,"['Cocktail bar', 'Bar']",https://lh5.googleusercontent.com/p/AF1QipNZTCOpIx4ytzmvARwHQv7yeka0Wxv8vAzuCziF=w156-h156-n-k-no,-23.4957557,-46.611652899999996
Loirão Bar,4,Bodega Rock Bar,4.5,586,"['Gastropub', 'Bar']",https://lh5.googleusercontent.com/p/AF1QipNxKhFLkwOVvY8U7Ozpv3mxTKBDB_eLOw9Pg224=w156-h156-n-k-no,-23.499974899999998,-46.614978199999996
O Pescador Bar e Restaurante,1,The Fisherman,4.4,1896,"['Pub', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipOwt00KMHuaXonzzk1w9H3Fyf75qWlVnAtD0SZz=w156-h156-n-k-no,-23.5044905,-46.6148544
O Pescador Bar e Restaurante,2,"A Casa do Peixe - Bacalhau, Peixes, Comida brasileira",4.4,540,"['Restaurant', 'Bar', 'Delivery Restaurant', 'Seafood']",https://lh5.googleusercontent.com/p/AF1QipPcxt38bAd1r85co1u-sxUiZqCACjCDobHQqWBC=w156-h156-n-k-no,-23.5060099,-46.6635334
O Pescador Bar e Restaurante,3,Restaurante Três Pescadores,4.3,799,['Seafood'],https://lh5.googleusercontent.com/p/AF1QipPu2YR4xlIDXteb5TL8QjqIBWEkqwa1PDvbEfim=w156-h156-n-k-no,-23.524018500000004,-46.6856558
O Pescador Bar e Restaurante,4,Peixaria Bar e Venda,4.3,3203,"['Seafood', 'Bar']",https://lh5.googleusercontent.com/p/AF1QipNFiKWThkccV9l7_d5XKT1IQN-BRFEg1rqjJgdj=w156-h156-n-k-no,-23.5590622,-46.688176299999995
O Pescador Bar e Restaurante,5,Restaurante Mar do Peixe,4.6,68,['Seafood'],https://lh5.googleusercontent.com/p/AF1QipOb5hGELxOJxBv3F4o21qwynljHbzoOjNs7Qfw2=w156-h156-n-k-no,-23.526547299999997,-46.659666699999995
Olive Garden,1,Outback Steakhouse,4.6,13674,"['Restaurant', 'Australian']",https://lh5.googleusercontent.com/p/AF1QipMuIXbXduU12-gmlSahxCHtai5B7CxvyYCs-uM=w156-h156-n-k-no,-23.5137803,-46.6194494
Olive Garden,2,Boali,4.4,82,"['Restaurant', 'Salad']",https://lh5.googleusercontent.com/p/AF1QipMclvbrNUNvCtwQNLxdYcxXteTmT1ixckj7JG6S=w156-h156-n-k-no,-23.5150872,-46.6173256
Olive Garden,3,Andiamo,4.5,1355,"['Italian', 'Pizza']",https://lh5.googleusercontent.com/p/AF1QipNae6ejkxEGLUXqoDOBG87c-VfvvZ-Tlr2K4Ck2=w156-h156-n-k-no,-23.514129699999998,-46.619487199999995
Olive Garden,4,Trattoria do Guappo,4.4,2215,"['Italian', 'Buffet', 'Event planner', 'Event venue', 'Function room facility', 'Pizza']",https://lh5.googleusercontent.com/p/AF1QipPJzkr7M0sjggGfsaGedfrRvGJ5Q1WN5QYRJSSQ=w156-h156-n-k-no,-23.5152438,-46.6167935
Olive Garden,5,"TGI Fridays Shopping Center Norte: Sports Bar, Drinks, Happy Hour em São Paulo",4.4,2611,"['Restaurant', 'Bar']",https://lh5.googleusercontent.com/p/AF1QipOko1Ewt7wI5Wra1CUT0nQYZNwtp_HFSxDmQRPe=w156-h156-n-k-no,-23.5155164,-46.6183535
Sonda Supermercados - Maria Cândida,1,Market New Mix,4.3,189,['Supermarket'],https://lh5.googleusercontent.com/p/AF1QipMyGc2h02vlq1E7OoFQhcUqMGzlGjDPBWcRiUKh=w156-h156-n-k-no,-23.509413799999997,-46.6021437
Sonda Supermercados - Maria Cândida,2,Subway,3.8,84,['Fast Food'],https://lh5.googleusercontent.com/p/AF1QipMArKDZSHOze0UgouWMTuz6l7N1LCgvTHZ1-eUi=w156-h156-n-k-no,-23.5066833,-46.6001172
Sonda Supermercados - Maria Cândida,3,Rede Drogaria Viva Bem,4.3,14,['Pharmacy'],https://lh5.googleusercontent.com/p/AF1QipPyWlvePp1MJV8kf8yadk88aZgEe72odPBaAEyJ=w156-h156-n-k-no,-23.5067763,-46.600206799999995
Sonda Supermercados - Maria Cândida,4,Central Chaveiro,4.1,54,['Locksmith'],https://lh5.googleusercontent.com/p/AF1QipNgvwejtIxOqQhgUosUCZQimlV3Sl5CbOFtpAAt=w156-h156-n-k-no,-23.5066833,-46.6001172
Tutto Bene - Cantina Italiana,1,CANTINA BIAGGIO,4.4,1029,"['Restaurant', 'Italian', 'Delivery Restaurant', 'Pizza Delivery', 'Pizza', 'Pizza Takeout']",https://lh5.googleusercontent.com/p/AF1QipO0Va3Z9jqL9ZpsyeON7iAEQShVL6NO373Jqy0b=w156-h156-n-k-no,-23.503597,-46.6398168
Tutto Bene - Cantina Italiana,2,Dona Carmela,4.5,2849,['Italian'],https://lh5.googleusercontent.com/p/AF1QipMi3GSmoHawbJGyceuH_9VhwJhfl4gGhPjiQAf3=w156-h156-n-k-no,-23.5032151,-46.635308599999995
Tutto Bene - Cantina Italiana,3,Graça di Napolli Pizzaria,4.6,2068,"['Pizza', 'Italian']",https://lh5.googleusercontent.com/p/AF1QipMgoMxpgfGXsL3w_rHUDq2FQAgXl-KjLLTBixAi=w156-h156-n-k-no,-23.5030556,-46.6329985
Tutto Bene - Cantina Italiana,4,Cantina C...Que Sabe!,4.5,6481,['Italian'],https://lh5.googleusercontent.com/p/AF1QipNYm-MjHilJVBeBDcLsPGnzQcRlQzW6yBP7PivJ=w156-h156-n-k-no,-23.557175299999997,-46.645865699999995
Tutto Bene - Cantina Italiana,5,Cantina Mamma Celeste,4.4,1928,['Italian'],https://lh5.googleusercontent.com/p/AF1QipP-811kEGseKm3SYOfL48WIHkkCcV2z7UTG5NZS=w156-h156-n-k-no,-23.5576772,-46.646690899999996
Charles Dog,1,Black,4.1,5787,['Box lunch supplier'],https://lh5.googleusercontent.com/p/AF1QipPw0sDXq7HHjV1LnGzYEV4lZfn7JVdNhacp_Asf=w156-h156-k-no-pi0-ya202.5658-ro-0-fo100,-23.5666589,-46.6517127
Charles Dog,2,Lanchonete Dizzy - Santana,4.5,2834,"['Hamburger', 'Diner', 'Fast Food', 'Restaurant', 'Sandwich']",https://lh5.googleusercontent.com/p/AF1QipMcR8-P7H_937Af-XfIuO3RA9rPgAn4gA9ySg71=w156-h156-n-k-no,-23.5045763,-46.640414899999996
Charles Dog,3,Dog do Betão,4.7,2146,"['Hot Dog', 'American', 'Fast Food', 'Restaurant', 'Snack bar']",https://lh5.googleusercontent.com/p/AF1QipOR5wOC2KO79wxvp3BptSi07W0kBlduJpbBSeMd=w156-h156-n-k-no,-23.5431745,-46.6762422
Charles Dog,4,Marques Hamburger,4.5,9396,"['Hamburger', 'American', 'Fast Food', 'Snack bar']",https://lh5.googleusercontent.com/p/AF1QipMfw1vTHKTkPaRp2CRxdNJvQi-95RQMFaS0q5FG=w156-h156-n-k-no,-23.504205799999998,-46.639753899999995
Charles Dog,5,Stop Dog Moema,4.3,2415,"['Hamburger', 'American', 'Fast Food', 'Hot Dog', 'Delivery Restaurant', 'Restaurant', 'Snack bar']",https://lh5.googleusercontent.com/p/AF1QipMBpFE9jwseuclee16Uq_OlJBPbF1q_vuh4O6KW=w156-h156-n-k-no,-23.602650399999998,-46.6629735
Beef Burger & Beer,1,Bullguer - Santana,4.4,4007,"['Hamburger', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipOiBizO_-bulPDqcBCxDLSLHlDcqRWJhfyGR-g=w156-h156-n-k-no,-23.493115799999998,-46.626630399999996
Beef Burger & Beer,2,Beef Burguer & Beer,4.5,1865,"['Hamburger', 'American']",https://lh5.googleusercontent.com/p/AF1QipOfKDgSVriVyT5es9df-hlFLttA1MPgof8LXV7v=w156-h156-n-k-no,-23.484271,-46.619459
Beef Burger & Beer,3,Mobi Hamburgueria,4.7,1803,"['Hamburger', 'Fast food', 'Meal Delivery', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipM7pL3P3amASeRkjSoTutmG_PjOhiLimQ3weUWH=w156-h156-n-k-no,-23.4956699,-46.634672099999996
Beef Burger & Beer,4,Marques Hamburger,4.5,2514,"['Hamburger', 'American', 'Fast food', 'Sandwich', 'Snack bar']",https://lh5.googleusercontent.com/p/AF1QipNT7eaWYdOkuVJ71Q-JJCWZQuDdfp6u3-dCwJS-=w156-h156-n-k-no,-23.5010413,-46.623436399999996
Beef Burger & Beer,5,Porco Atrevido,4.7,1136,"['Hamburger', 'Fast food']",https://lh5.googleusercontent.com/p/AF1QipNsg6aCJyeacgkrpn7gbS0a4aL35yXhuxXgFS7B=w156-h156-n-k-no,-23.4800073,-46.6380382
ONA,1,Vila Prime Restaurante,4.3,2149,['Restaurant'],https://lh5.googleusercontent.com/p/AF1QipMwRbVF40auhfwjI7126ZpieddHNelGzlaDU9v5=w156-h156-n-k-no,-23.5060932,-46.642517999999995
ONA,2,Picanharia do Gaúcho,4.6,1552,['Barbecue'],https://lh5.googleusercontent.com/p/AF1QipMNLC-gHDpz4CLXmkQ1Xgo52llryYyIGR6aSssw=w156-h156-n-k-no,-23.4994893,-46.6443486
ONA,3,Сhurrascaria Costelaria grill,4.4,1380,['Restaurant'],https://lh5.googleusercontent.com/p/AF1QipPSEQeajQmLYi20xLXV5zzVSheruYLA35D1aEcZ=w156-h156-n-k-no,-23.5023802,-46.651534999999996
ONA,4,jcrestaurante,5.0,21,['Minas Gerais restaurant'],https://lh5.googleusercontent.com/p/AF1QipP1qNQ4E5Ugh3ooBiT8bOGu_pSrrAOk3V-ZODt9=w156-h156-n-k-no,-23.4995595,-46.644654599999996
ONA,5,Fogão Churrascaria,4.6,2069,"['Barbecue', 'Buffet', 'Steak']",https://lh5.googleusercontent.com/p/AF1QipP27vJznrSMjSy-zWp8wJ44DGzp30vZ6VcrVUp9=w156-h156-n-k-no,-23.5193647,-46.6754855
Marques Hamburger,1,Lanchonete Dizzy - Santana,4.5,2834,"['Hamburger', 'Diner', 'Fast Food', 'Restaurant', 'Sandwich']",https://lh5.googleusercontent.com/p/AF1QipMcR8-P7H_937Af-XfIuO3RA9rPgAn4gA9ySg71=w156-h156-n-k-no,-23.5045763,-46.640414899999996
Marques Hamburger,2,Beef Burger & Beer,4.5,1203,"['Hamburger', 'American', 'Fast Food', 'Snack bar']",https://lh5.googleusercontent.com/p/AF1QipOk6ZA6V0C4TjTEVKv_DEjIb0pstQQPLKEGjW3d=w156-h156-n-k-no,-23.4902503,-46.6300174
Marques Hamburger,3,Mobi Hamburgueria,4.7,1803,"['Hamburger', 'Fast Food', 'Delivery Restaurant', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipM7pL3P3amASeRkjSoTutmG_PjOhiLimQ3weUWH=w156-h156-n-k-no,-23.4956699,-46.634672099999996
Marques Hamburger,4,Bullguer - Santana,4.4,4007,"['Hamburger', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipOiBizO_-bulPDqcBCxDLSLHlDcqRWJhfyGR-g=w156-h156-n-k-no,-23.493115799999998,-46.626630399999996
Marques Hamburger,5,"Chip""s Burger",4.4,1962,"['Hamburger', 'American', 'Fast Food', 'Delivery Restaurant', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipMgyfBNqzzOjjlIw66kpDKJg1UIrtL9YOLGyJVa=w156-h156-n-k-no,-23.5032668,-46.635224799999996
Hou Culinária Chinesa,1,Restaurante Sushi Hiroshi,4.6,1756,"['Japanese', 'Restaurant', 'Sushi']",https://lh5.googleusercontent.com/p/AF1QipO9XsdP-tUR5m3fVlMoKRlSd5zmmdfbkZBGEeuE=w156-h156-n-k-no,-23.5025572,-46.639080199999995
Hou Culinária Chinesa,2,China House Santana,4.0,221,['Chinese'],https://lh5.googleusercontent.com/p/AF1QipMqVdXuBu7IXyEH3EqXbn8dYHKgXqurFXiYIVaP=w156-h156-n-k-no,-23.4878185,-46.6469618
Hou Culinária Chinesa,3,Restaurante Chi Fu,4.3,2939,['Chinese'],https://lh5.googleusercontent.com/p/AF1QipNuxh1CD9sx5Dg_Tm4xFSHGgFBh5blCDSTZsZt-=w156-h156-n-k-no,-23.5543647,-46.6357681
Hou Culinária Chinesa,4,China In Box,3.7,254,"['Chinese', 'Chinese Delivery']",https://lh5.googleusercontent.com/p/AF1QipMW694KqQxskLonDphYum3xByuIU_ZAbRxZyrQU=w156-h156-n-k-no,-23.4876895,-46.6332394
Hou Culinária Chinesa,5,Jardim Meio Hectare,4.2,525,['Chinese'],https://lh5.googleusercontent.com/p/AF1QipNHb7bklPABEuNhEkyQTBHAUkrhBpvbtJPBDSJ_=w156-h156-k-no-pi-0-ya10.755352-ro-0-fo100,-23.557651,-46.6356305
Nakajyma Sushi Limão,1,Hajime Sushi limão,4.5,3501,"['Japanese', 'Delivery Restaurant', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipMGBTlFgDvec8mGpooWU1NnM1yZJhs9XrHdvV7L=w156-h156-n-k-no,-23.502991299999998,-46.673243299999996
Nakajyma Sushi Limão,2,KOYAMA SUSHI LIMAO,4.6,1803,['Japanese'],https://lh5.googleusercontent.com/p/AF1QipPUMwvK1yzD1-Y1d4C_lRWJybajh1ZnCkv75c-g=w156-h156-n-k-no,-23.5079133,-46.6736223
Nakajyma Sushi Limão,3,Restaurante Japonês - MIYAGUI,4.6,1237,"['Japanese', 'Asian', 'Buffet', 'Sushi']",https://lh5.googleusercontent.com/p/AF1QipNSs_8TgSsf12Y6zxL4mnekx-PT6Pb0VTIyOyZh=w156-h156-n-k-no,-23.4901628,-46.6504172
Nakajyma Sushi Limão,4,SUSHI CASA VERDE,4.5,2735,['Japanese'],https://lh5.googleusercontent.com/p/AF1QipN86pu47vrMAUtkmJgbtCnGmGBan-hz1QSkfKGN=w156-h156-n-k-no,-23.510249599999998,-46.6615945
Nakajyma Sushi Limão,5,KISAKI SUSHI,4.4,2164,['Japanese'],https://lh5.googleusercontent.com/p/AF1QipMJgsiUk5vAKiB_xokz7kiLEuuEL5-BxciwayaL=w156-h156-n-k-no,-23.471402299999998,-46.6296853
Chip's Burger,1,Bullguer - Santana,4.4,4007,"['Hamburger', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipOiBizO_-bulPDqcBCxDLSLHlDcqRWJhfyGR-g=w156-h156-n-k-no,-23.493115799999998,-46.626630399999996
Chip's Burger,2,Vits Burger,4.5,978,"['Hamburger', 'Fast Food', 'Restaurant', 'Sandwich']",https://lh5.googleusercontent.com/p/AF1QipNjh66GVQestI0Cx4pqFZ23vw7fZsRWdha0fb9K=w156-h156-n-k-no,-23.502319399999998,-46.6294377
Chip's Burger,3,Gigante Burger & Barbecue,4.4,463,['Hamburger'],https://lh5.googleusercontent.com/p/AF1QipOrNg2DsaJv51X5uASj-cUFUY1zSj5JE-FDgioq=w156-h156-n-k-no,-23.509778999999998,-46.6526018
Chip's Burger,4,Lanchonete Dizzy - Santana,4.5,2834,"['Hamburger', 'Diner', 'Fast Food', 'Restaurant', 'Sandwich']",https://lh5.googleusercontent.com/p/AF1QipMcR8-P7H_937Af-XfIuO3RA9rPgAn4gA9ySg71=w156-h156-n-k-no,-23.5045763,-46.640414899999996
Marques Hamburger,1,Beef Burger & Beer,4.5,1203,"['Hamburger', 'American', 'Fast Food', 'Snack bar']",https://lh5.googleusercontent.com/p/AF1QipOk6ZA6V0C4TjTEVKv_DEjIb0pstQQPLKEGjW3d=w156-h156-n-k-no,-23.4902503,-46.6300174
Marques Hamburger,2,Bullguer - Santana,4.4,4007,"['Hamburger', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipOiBizO_-bulPDqcBCxDLSLHlDcqRWJhfyGR-g=w156-h156-n-k-no,-23.493115799999998,-46.626630399999996
Marques Hamburger,4,Vits Burger,4.5,978,"['Hamburger', 'Fast Food', 'Restaurant', 'Sandwich']",https://lh5.googleusercontent.com/p/AF1QipNjh66GVQestI0Cx4pqFZ23vw7fZsRWdha0fb9K=w156-h156-n-k-no,-23.502319399999998,-46.6294377
Marques Hamburger,5,Lanchonete Dizzy - Santana,4.5,2834,"['Hamburger', 'Diner', 'Fast Food', 'Restaurant', 'Sandwich']",https://lh5.googleusercontent.com/p/AF1QipMcR8-P7H_937Af-XfIuO3RA9rPgAn4gA9ySg71=w156-h156-n-k-no,-23.5045763,-46.640414899999996
Tersi Com Montes Cafeteria,1,Alessa,0.0,0,['Coffee shop'],http://www.google.com/maps/vt/data=t2zmK8q8V9h8I8GP5SrXcXRMZEgYgPMSXcxNqQ3gm8SbQyvKqQ-QQXZryJgklFAtWpbvkHpDMLXOU6cJMArBSnTAaNqK4OQO4t7QpAAGRxkY8VXlDTXoYljUQxpgiNfte3INKaj5Damm_oaGkE1vUtg,-23.490755399999998,-46.631562699999996
Tersi Com Montes Cafeteria,2,café my kitutes ltda epp,0.0,0,['Tea house'],http://www.google.com/maps/vt/data=-9McXn5bebVXYxmGy9U8X9PHNMYLQ6Mx_ptNeR11LD6G-glZ5zKSI49eutow8qEYpZLGSoWj3wyk8mRXWa4ZU2hOsINTwynUn_kf-nlJeuB4P8l73Jhj9rCBDAsnons8e2bu6QbLp_69cdvGrTGO7As,-23.515783799999998,-46.6262725
Tersi Com Montes Cafeteria,3,Blends 7 - Coffee Shop,4.5,1286,"['Coffee shop', 'Bistro', 'Cafeteria', 'Dessert shop']",https://lh5.googleusercontent.com/p/AF1QipPPml2xxh3Vm9xc4Bzhx8i2M1kJduQkXMkxHkrx=w156-h156-n-k-no,-23.484426499999998,-46.6332592
Tersi Com Montes Cafeteria,4,Quanti Cafeh,4.8,146,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipMnH0yrIoAAZf_-ISx1It_A2J9rwuEnXA8MYj3A=w156-h156-n-k-no,-23.5033662,-46.6280578
Tersi Com Montes Cafeteria,5,Cafetaria Latte Macchiato,4.0,3,['Coffee shop'],http://lh6.googleusercontent.com/proxy/cV90-KPkZImYFa0Xdu2A3SRaXOGSWSadZlbm2jZ0SZbHi3Cs51D3M3DXp8cPN5iPmQWMrGuIaBqmaj-9gwswbzhCmIfkTnseD-C75ahi9z5F5mHIIZblMg0wLxB3_S5AoUBIClYpX7vRd04kLhCNgK-zQxS7ItqDKOC5C371ydM-=w156-h156-n-k-no,-23.487090499999997,-46.6224145
Cantinho Do Café,1,Cantinho do Café,4.0,22,['Cafe'],http://lh6.googleusercontent.com/proxy/MPem3H2xUpeNXztB91q9BXM23UUII1AL-BWRLGoX8LC9SVF-FJ7BvsCO2YFzdHrSF7jRsOMzBSGzsCZKYfPc2C5RRDujMEjV3uzbdDEThKAsIyEmz4viY-O852aLi61BMfNGALA5YkviS-wzBBfjkKJhV0QD8C93yTJrt6HqSKVK=w156-h156-n-k-no,-23.5490161,-46.5547018
Cantinho Do Café,2,Cantinho do Cafe,0.0,0,['Cafe'],http://www.google.com/maps/vt/data=6kDEjUlCsoF40XI9Xii6LHPLJwVr7M9OzpFfF23JyyFi0MAchzrsRCMXtzRPvZDr0MfGKHt9EEuBJdN4d3jRlvA-cQ7ez3I1aTltJ_8xKn0rcsK3ZEhvr5n-0h7RIMu3P6NNc8Q92NSs02OQVpf1sbA,-23.6099231,-46.607539599999996
Cantinho Do Café,3,Cantinho do café cafeteria,5.0,1,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipMWQXJ-ORt54ObW7iwUQMostocNkgZl43460nvp=w156-h156-n-k-no,-23.6517022,-46.6598507
Cantinho Do Café,4,Cantinho do Lucca,5.0,2,['Snack bar'],https://lh5.googleusercontent.com/p/AF1QipP7ak4pbdxnV-KpQ6qZ50w0bm1Co8RhxLfw_HSM=w156-h156-n-k-no,-23.4804054,-46.66687280000001
Loris Café Bistrô,1,Cornelius Caffè,4.0,22,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipMrUvlFqHivZPMToi2Zuc9TDviLIUmNUecBFjFk=w156-h156-n-k-no,-23.642145499999998,-46.670022599999996
Loris Café Bistrô,2,Café Bistrô,4.6,58,"['Restaurant', 'Bistro', 'Coffee shop']",https://lh5.googleusercontent.com/p/AF1QipMGf5AItl3j0dQGj0j5vONYUNjnJW4-RA2QCZsm=w156-h156-n-k-no,-23.6303826,-46.706156
Loris Café Bistrô,3,"Ornella’s café, bar e restaurante",4.4,669,"['Grill', 'Pub']",https://lh5.googleusercontent.com/p/AF1QipOSPuSl2RZAPi8Yi_kPD0sXsrADZ3ami6uZ4ctC=w156-h156-n-k-no,-23.6317169,-46.710522
Tchê Café,1,The Coffee,5.0,2,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipNJh_xrfIAWuycQE1wC5-E2TD3irGa2T4zONETu=w156-h156-n-k-no,-23.5852173,-46.6817189
Tchê Café,2,Empório Cristóvão,4.3,575,"['Beer hall', 'Bar', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipMHSKSqpXcu3ji9WPwsi5bE2IHx2kzTP6qlqtaG=w156-h156-n-k-no,-23.625887799999997,-46.6693433
Cafeteria e chocolateria,1,Di Siena Café & Chocolates,5.0,1,nan,http://www.google.com/maps/vt/data=tKD0UJg4DAaYDq7L-ojQ8AG9qbnDhHzO8bHPijhlBRZsjVuDE_frGn5fgP3qMN4zY6ukdDKtjA_K7Zcp6qnGPg3u-3FKO7BHZovTrdeIbbKvRujNnmzi-QV616J82OPZ0Jd09xv7xAev59HscNAw6CM,-23.637411,-46.7012757
Cafeteria e chocolateria,2,Chocolates Di Siena,4.7,1979,['Chocolate factory'],https://lh5.googleusercontent.com/p/AF1QipPeMiRFynXixVZOO_f8kqa9ydABG9xGoNo9tccS=w156-h156-n-k-no,-23.5339852,-46.6755934
Cafeteria e chocolateria,3,MuniK Chocolates e Cafeteria Alto da Boa Vista,4.7,157,"['Chocolate factory', 'Coffee shop', 'Gift shop']",https://lh5.googleusercontent.com/p/AF1QipNDytoPZ1PC4qo4gV4nBRh4g3fenWyd4kBNyAR7=w156-h156-n-k-no,-23.643528900000003,-46.698459299999996
Cafeteria e chocolateria,4,Dolcezze di Siena,0.0,0,['Confectionery'],http://www.google.com/maps/vt/data=moisedJkt6kLt71O9RQmkhItakweZyWWbNooNL6XNw37Kv6px0YbNBqwW5_5BhUouZvaRQG2f1-LQ9uEpi3scgDH_vLDLC50PKeIlYyttpVTH2WQpFyb9bCu7mRcbip29YZkXST2hHCBnFHXIBcTNXA,-23.6330827,-46.6987338
Cafeteria e chocolateria,5,Chocolates Munik Vila Mariana,4.3,73,['Chocolate shop'],https://lh5.googleusercontent.com/p/AF1QipPxt4-9gHl4LVV16wzrW2ZRc3P8duZ9RPlmQVqm=w156-h156-n-k-no,-23.585748,-46.645960699999996
Fran's café,1,Antesala,4.1,222,['Cafeteria'],https://lh5.googleusercontent.com/p/AF1QipNMa1n5_-JKWRM48eJox9YOnMAbVw-IQ7klDraL=w156-h156-n-k-no,-22.2364361,-45.8870893
Fran's café,2,The Coffee,4.1,14,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipMv46kJ0g1sPFzRDKuiYnx5Yr-rzRbDlS6fk1wZ=w156-h156-n-k-no,-22.236720599999998,-45.88692710000001
Fran's café,3,Frutaria São Paulo - Shopping Morumbi,4.3,676,['Restaurant'],https://lh5.googleusercontent.com/p/AF1QipP1WqmTs12qTz9IVfxoOgIEcy1NIQjKZOvPeo8_=w156-h156-n-k-no,-22.236880799999998,-45.8869411
Fran's café,4,Cakech,3.6,5,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipNpGlxI2UWFys46mS1l2X9iXVFOT4yR6dtpKbIy=w156-h156-n-k-no,-22.2368615,-45.88679930000001
Fran's café,5,Kop Koffee,3.7,19,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipPobPLn0e7upRK3Jo5KL1X3ZqLr37SOzW_QUyRR=w156-h156-n-k-no,-23.6234134,-46.6987063
Amém Café,1,Amén Café,3.5,13,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipPzLXeHYSodL9z6b5MZpAAXZaDybv9WfI-STcKM=w156-h156-n-k-no,-23.6400921,-46.7028852
Amém Café,2,Café Donuts - Brooklin,4.5,414,"['Donuts', 'Cafe', 'Cocktail bar', 'Coffee store', 'Diner', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipOFjCdjBBqPv1fB0nei58naP0WDK3lnXNZC5o2H=w156-h156-n-k-no,-23.613203900000002,-46.679789899999996
Amém Café,3,Brazuca Coffee,4.4,364,"['Coffee shop', 'Brunch', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipOJH40Njst1kLzTIQd1ocJTbUhzUuiN9mF_yV_B=w156-h156-n-k-no,-23.6055061,-46.691568800000006
Amém Café,4,Doce & Déia Cafeteria e Bistrô,4.5,78,"['Coffee shop', 'Bistro', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipOMr112a-4PMV2HXkaa3th0HdWV0AjfCso8IxEu=w156-h156-n-k-no,-23.606978599999998,-46.6905979
Amém Café,5,Mulheres do Café,5.0,1,['Coffee shop'],http://www.google.com/maps/vt/data=sHToGI_9rcefP_KHwMSew7HdG7KD6TXWEsiVtI4Kam6CUckhkgAIR2bQi1Pll1AoEX58PvIl7uM1r8Zrp9vHnHVQUMS_EUaRg5f3MGPKpfWk7ZOCfScmpi3KVQlDJVlDwHJXeYcv_ZnR1aKtuQUuLDw,-23.602067800000004,-46.6839084
La Spaziale,1,Espresso Art - Máquinas de Café,4.5,40,['Coffee machine supplier'],https://lh5.googleusercontent.com/p/AF1QipMKqsBgSdjXAnl8FmhsNfMxaVboMQoRPVMq-1_Z=w156-h156-n-k-no,-23.627551999999998,-46.7061632
La Spaziale,2,Illes Café,4.6,43,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipPXlI6YEtuUQW4AqKmsahsfjNONxE00UdkN9Frr=w156-h156-n-k-no,-23.6286529,-46.706469399999996
La Spaziale,3,La Caffetteria Lavazza,2.9,17,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipP162ulkt9hnM4-F3HsEndK-HW1NLaS8aoWOdAt=w156-h156-n-k-no,-23.5913471,-46.6834725
Little Coffee,1,"the little coffee shop . CAFÉ ESPECIAL & CURSOS . Delivery/retiradas agendadas, e workshop online p/ quem quer empreender.",4.7,253,"['Coffee shop', 'School']",https://lh5.googleusercontent.com/p/AF1QipO7f_8bd2dCrVeD2Wb3DrABaA4KkOVZrRzMJ_T6=w156-h156-n-k-no,-23.5609884,-46.678798699999994
Little Coffee,2,Cafeteria Café & Presentes,5.0,3,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipNsJ4v1mrTpMZXjVv7YAdKkBOzMZCcup42iqpp3=w156-h156-n-k-no,-23.6737526,-46.685082699999995
Little Coffee,3,cafe la amora,0.0,0,['Cafeteria'],http://www.google.com/maps/vt/data=HxErGKyyD8dRrH6VhrANQDBNMRDtn93tnMhN1gAvVQMA7TwTB8ClmtRfjk18-8bCTcYymOJVBmJnWs6cI56-kbUXHpeidB6JOJ5TfVbGpi_Hz7-corM3Lpigu0m6a5LCgL8vh_E_97-XR3Ve_XZi4pY,-23.6281313,-46.663865
