title,place_id,sunday,monday,tuesday,wednesday,thursday,friday,saturday
BUBU,ChIJcfHlTQpZzpQR5-Wfjj4BGEw,Closed,Closed,Closed,Closed,Closed,11:59 PM–8 AM,11:30 PM–6 AM
Danger Dance Club,ChIJAWVHTElYzpQRDb5sO1TFSCw,11 PM–5 AM,Closed,Closed,Closed,11 PM–5 AM,11 PM–5 AM,11 PM–5 AM
Seven Club,ChIJFUDTvHJZzpQRFm1PznGzbtI,Closed,Closed,Closed,Closed,Closed,Closed,11 PM–5 AM
CODE CLUB,ChIJ9ZkxgpJWzpQR4_eKZAcGvFk,Closed,Closed,Closed,Closed,Closed,Closed,10 PM–6:30 AM
Oficina Club,ChIJoQkdFBRZzpQR-twVjCjSwrA,11 PM–4 AM,Closed,Closed,Closed,11 PM–5 AM,11 PM–5 AM,11 PM–5 AM
Morfeus Club,ChIJwx7XR0FYzpQRnKh8E-MZugI,6–11:30 PM,Closed,Closed,7–11:30 PM,7–11:30 PM,11 PM–5 AM,11 PM–5 AM
The Choice São Paulo,ChIJl7qJbAJYzpQRB2FjT0BwkEA,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
Boteco da Nove,ChIJ1dJImjVZzpQRlV5nJJWc6qU,,,,,,,
Club Hotel Cambridge,ChIJF0ib4FJYzpQRJsVX-3_fDRw,6–11 PM,10 AM–6 PM,10 AM–6 PM,10 AM–11 PM,10 AM–11 PM,10 AM–5 AM,10 AM–5 AM
Villa Imperium,ChIJP7E80BVazpQRXCHnyslS2OM,8 PM–3 AM,Closed,9 PM–5 AM,9 PM–5 AM,9 PM–5 AM,9 PM–5 AM,9 PM–5 AM
Café Piu Piu,ChIJG6nPhLRZzpQRTv3mLkWUQPI,Closed,Closed,Closed,Closed,8 PM–2 AM,9 PM–3 AM,9 PM–3 AM
Vic Club,ChIJAQBEpUhYzpQRwhJUQNJnULA,11 PM–8 AM,Closed,Closed,Closed,Closed,11 PM–12 AM,11 PM–8 AM
Maavah Bar,ChIJhfBFru5ezpQRWUOtn317dGI,Closed,Closed,7 PM–5 AM,Closed,Closed,7 PM–5 AM,12 PM–5 AM
DISCO CLUB,ChIJk8doSjdXzpQRiSRCFp5U9n0,Closed,Closed,Closed,11 PM–4 AM,Closed,Closed,11 PM–4 AM
EAGLE SÃO PAULO,ChIJq11gyzRYzpQRHDnSCkhJEfU,7 PM–2 AM,Closed,Closed,7 PM–2 AM,7 PM–2 AM,7 PM–5 AM,7 PM–5 AM
Birds House SP,ChIJixpCK39XzpQRgwfhd1G8Oxc,,,,,,,
Bar Balada ky23,ChIJgYGA7shZzpQRk1KYqsldruk,8 PM–4 AM,Closed,Closed,Closed,Closed,Closed,8 PM–4 AM
Fresh - Pool Party,ChIJaWeBBGRYzpQRlzLz2t4thhg,,,,,,,
Superloft,ChIJK6xy_AlXzpQRmDCOZARgElw,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,11 PM–12 AM,Open 24 hours
Clube Caravaggio,ChIJKY2oklJYzpQRhvwKeoN0kWY,Closed,Closed,Closed,Closed,Closed,11 PM–7 AM,11 PM–7 AM
Balada Royal clube,ChIJw1lhSVJXzpQRt7AmuMGxjjg,,,,,,,
Cartel Club,ChIJZQlrttNZzpQR-OdZRtAEhXI,,,,,,,
club sub,ChIJ2z_DQ9ZZzpQRJMGOtXK3PGE,,,,,,,
Juca in Balada,ChIJhyAZ7jNazpQRBaYQGY7HYmc,Closed,10 AM–8 PM,10 AM–8 PM,10 AM–8 PM,10 AM–8 PM,10 AM–8 PM,11 AM–2 PM
Dama da Noite Club,ChIJIWlD_iX2zpQRWj7yZw_S-90,8 PM–5 AM,8 PM–5 AM,8 PM–5 AM,8 PM–5 AM,8 PM–5 AM,8 PM–6 AM,8 PM–6 AM
Red Hookah Lounge,ChIJ7-KK58r3zpQR19dOIZ1gHGw,Closed,Closed,Closed,Closed,Closed,9 PM–5 AM,9 PM–5 AM
Irregular,ChIJ021AUxFZzpQRN2oFtYSfaNY,Closed,Closed,Closed,Closed,Closed,11 PM–6 AM,11 PM–6 AM
Komplexo Lounge,ChIJeXY9yZL3zpQR1Vde9abKfX4,Closed,Closed,Closed,Closed,11 PM–5 AM,11 PM–5 AM,11 PM–5 AM
Barcelona Lounge Club,ChIJQ7AYXrb3zpQRhszUCXWTpH8,3:30 PM–5 AM,3:30 PM–5 AM,3:30 PM–5 AM,3:30 PM–5 AM,3:30 PM–5 AM,3:30 PM–5 AM,3:30 PM–5 AM
Vila do Samba,ChIJTdpP_eP3zpQR3fcNpIBhpCE,4–11 PM,Closed,8 PM–1:30 AM,Closed,8 PM–2 AM,8 PM–2 AM,2 PM–3 AM
La Quebrada Lounge,ChIJE4_kz3D5zpQRhjH25WdxUbU,9 PM–5 AM,Closed,Closed,9 PM–5 AM,9 PM–5 AM,9 PM–5 AM,9 PM–5 AM
DW Dom Walkyr Lounge e snooker Bar,ChIJ45QXlHn5zpQRwd0BpANAF48,Closed,7 PM–4 AM,7 PM–4 AM,7 PM–4 AM,7 PM–4 AM,9 PM–5 AM,Closed
High Club,ChIJWyztGrb3zpQRyXPIpaSA3_k,Closed,Closed,Closed,Closed,Closed,Closed,10 PM–3 AM
Paraty Brasil Videokê,ChIJ36KHHOL5zpQRmGWkeBG4q4s,12–10 PM,Closed,12–3:30 PM,12–3:30 PM,12–3:30 PM,12–3:30 PM,12–3:30 PM
GA10 Swing,ChIJfciHa6pZzpQR5qrC5RiSdns,2–8 PM,Closed,Closed,Closed,6–11 PM,8 PM–2 AM,10 PM–5 AM
Invictus Beach Club,ChIJmR0NAbr1zpQRBJkh-ufFdtQ,8 AM–12 AM,Closed,8 AM–12 AM,8 AM–12 AM,8 AM–12 AM,8 AM–12 AM,8 AM–12 AM
Limoeiro,ChIJiW_B-DRZzpQRq80ma3hAX10,,,,,,,
São Bento Lounge,ChIJRcqSwoL3zpQRmXGgA78zDS0,Closed,Closed,Closed,Closed,Closed,9 PM–4 AM,9 PM–4 AM
Zomo Zone São Paulo - Zona Norte,ChIJI8N2-7xZzpQRUTtZoZchGW4,,,,,,,
Hey Hey,ChIJ-8RTNk9ZzpQRa0Kj8yDAnp8,,,,,,,
Boteco Floresta,ChIJr6YF84dYzpQR2s1XGNAk1rg,12–1 AM,Closed,5 PM–1 AM,5 PM–1 AM,5 PM–1 AM,5 PM–1 AM,10 AM–6:30 PM
Marquis Station Events,ChIJR7cbDgdYzpQRMEPu6kXmclg,,,,,,,
Sampa Hall Lounger,ChIJfcbfWG_5zpQRGLakw8FE6FM,,,,,,,
Zanzibar,ChIJo9LxHi_2zpQRhPBODjTFe2c,,,,,,,
BLACK HOOKAH BAR,ChIJ0b8JpFT3zpQRk5ysWoIWdy8,2 PM–3 AM,Closed,Closed,6 PM–3 AM,6 PM–3 AM,6 PM–5:30 AM,3 PM–5:30 AM
Avalon Lounge,ChIJq1yyrY1TzpQRKa5LoEeKre0,Closed,Closed,10 PM–5 AM,Closed,Closed,10 PM–5 AM,Closed
PRESS PLAY LOUNGE,ChIJQWb6DRv3zpQRSnvx9UJOa6w,11 PM–5 AM,Closed,Closed,Closed,11 PM–5 AM,11 PM–5 AM,11 PM–5 AM
Kumplices Klub Swing,ChIJBQF5DTf3zpQRxTGMKyWVNC4,Closed,Closed,Closed,10 PM–6 AM,Closed,10 PM–6 AM,10 PM–6 AM
Tivoly Night Club,ChIJg8LvLOFXzpQRkAYIFUr6IHE,Closed,3 PM–4 AM,3 PM–4 AM,3 PM–4 AM,3 PM–4 AM,3 PM–4 AM,3 PM–4 AM
Village Canindé,ChIJJ2fcppNYzpQR2zTqCzVpqVA,Closed,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,Closed
ABC Bailão,ChIJp-0dSk9YzpQRlfaGVIJzYDk,10 PM–5 AM,Closed,Closed,Closed,9 PM–5 AM,11 PM–5 AM,11 PM–5 AM
Bar Queen,ChIJCSUedUVYzpQRPVd_lLGdmuo,9:30 PM–4 AM,10 PM–4 AM,Closed,10 PM–3:30 AM,Closed,10 PM–4 AM,10 PM–4 AM
Lucena Bar e Boteco do Lucena,ChIJdW3mml34zpQRDR2z9LJED8A,2 PM–1 AM,Closed,Closed,5 PM–3 AM,5 PM–3 AM,5 PM–4 AM,12 PM–4 AM
Fonte Hookah Lounge,ChIJM04ol4P5zpQR0IXkZQOyfWA,3:30–10 PM,Closed,5–10 PM,3:30 PM–12 AM,3:30 PM–12 AM,3:30 PM–3 AM,3:30 PM–12 AM
Bar do Milton,ChIJlxH0Hc73zpQRdICUHWRSwWU,12–11 PM,12–11 PM,12–11:30 PM,12–11:30 PM,12–11:30 PM,12 PM–12 AM,12 PM–12 AM
QG Pub,ChIJvw5V8bL3zpQRdEkLpnnDouM,5 PM–1 AM,Closed,5 PM–1 AM,5 PM–1 AM,5 PM–1 AM,5 PM–2 AM,5 PM–2 AM
Sampa G eventos,ChIJ29zUlmFZzpQRrL3_SVlbPLg,9 PM–5 AM,Closed,Closed,Closed,Closed,9 PM–5 AM,9 PM–5 AM
Degrau Bar,ChIJmSPi99D3zpQRzzlbRriWe4M,Closed,Closed,Closed,6 PM–12 AM,6 PM–12 AM,6 PM–1 AM,4 PM–1 AM
"Dj Edge Santos - Dj para festas, dj na zona norte sp, sul, leste e oeste - som e iluminação",ChIJsXunsHv3zpQROJJvyR7DFTM,Closed,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,Closed
Ikedaya,ChIJA2aVS8X3zpQRCUsZwduhmpg,Closed,Closed,6:30–11 PM,6:30–11 PM,6:30–11 PM,6:30–11 PM,6:30–11 PM
Villares Lounge Club,ChIJV1wC_1j3zpQRCrOgpy20cOI,5 PM–12 AM,Closed,Closed,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,5 PM–12 AM
Marrakesh Club,ChIJY_3cgAhazpQRdeic2mMTgY4,7 PM–2 AM,Closed,9 PM–5 AM,9 PM–5 AM,9 PM–5 AM,9 PM–5 AM,9 PM–5 AM
INNER CLUB - CASA DE SWING / CLUBE DE SWING - SP,ChIJ7SMpjwlazpQRJNMbumFW9-w,9 PM–4 AM,Closed,9 PM–4 AM,4 PM–4 AM,4 PM–4 AM,9 PM–6 AM,9 PM–6 AM
Black Moon Café,ChIJKaNZBpdQzpQRhqwiCieWB88,Closed,6 PM–5 AM,6 PM–5 AM,6 PM–5 AM,6 PM–5 AM,6 PM–5 AM,6 PM–5 AM
Gauguin Club,ChIJuVytisxQzpQRNGjySgRdCbY,Closed,4 PM–4 AM,4 PM–4 AM,4 PM–4 AM,4 PM–4 AM,4 PM–4 AM,4 PM–4 AM
Vitrinni Lounge Beer SP,ChIJ2x7DGwNXzpQRyqnWWPJcFNY,Closed,Closed,9 PM–5:30 AM,Closed,Closed,10 PM–5:30 AM,9 PM–5:30 AM
Terra SP,ChIJv_841A5PzpQRv5r7Nhbwrow,Closed,Closed,Closed,11 PM–5 AM,Closed,10 PM–5 AM,10 PM–5 AM
Villa Show - Balada,ChIJ9SWpcvpTzpQRcdbv5VziWoA,,,,,,,
Sabará Club,ChIJPdS0uUVQzpQRj0GrbZFrqjI,6 PM–4 AM,6 PM–4 AM,6 PM–4 AM,6 PM–4 AM,6 PM–4 AM,6 PM–4 AM,6 PM–4 AM
Zeus Bar show club strip,ChIJXWZ3vwtazpQR2fTlCY0VX_I,Closed,6 PM–4 AM,6 PM–5:30 AM,6 PM–5:30 AM,6 PM–5:30 AM,6 PM–5:30 AM,6 PM–5:30 AM
Stop Night Club,ChIJNT--e0pOzpQRvc2dGYsC3Ik,6 PM–6 AM,6 PM–6 AM,6 PM–6 AM,6 PM–6 AM,6 PM–7 AM,6 PM–7 AM,6 PM–7 AM
Star Club,ChIJu2nlelJQzpQRlV_LrsJ4ALE,11 AM–4 AM,11 AM–4 AM,11 AM–4 AM,11 AM–4 AM,11 AM–4 AM,11 AM–4 AM,11 AM–4 AM
Sintonia bar,ChIJfRHSsPBQzpQRhfvQGo8otrE,8 PM–6 AM,7:30 PM–5 AM,7:30 PM–5 AM,7:30 PM–5 AM,7:30 PM–5 AM,7:30 PM–5 AM,7:30 PM–5 AM
The House,ChIJJ9P1Gc1RzpQRAMRhV-b3luY,Closed,Closed,Closed,Closed,Closed,Closed,10 PM–5 AM
TEXAS BAR,ChIJm5OQOqBazpQR0XWdyDFlAfg,7 PM–2:30 AM,Closed,Closed,6 PM–3 AM,6 PM–3 AM,6 PM–4:30 AM,6 PM–4:30 AM
Brooklin Club,ChIJ1Z-QyDVRzpQRH256TXLvfzQ,Closed,8 PM–5 AM,8 PM–5 AM,8 PM–5 AM,8 PM–5 AM,8 PM–6 AM,8 PM–6 AM
Discovery Dance,ChIJCY8o3wRRzpQRXnn-4OREXks,5–11 PM,Closed,Closed,Closed,Closed,5–10 PM,4 PM–4 AM
Nitro Night,ChIJz4g0mwZRzpQR-NEUNJFhOcY,,,,,,,
Mallibu american bar,ChIJDRsLeqFXzpQRIIVbUNyPHKY,6 PM–6 AM,Closed,6 PM–6 AM,6 PM–6 AM,6 PM–6 AM,6 PM–6 AM,6 PM–6 AM
Zais- A casa mais dançante de São Paulo,ChIJgZ0NkytazpQROdAoKJmt7fw,6–11 PM,8 PM–2 AM,Closed,9 PM–2 AM,8:30 PM–1 AM,9 PM–2 AM,3–8 PM
Bahamas Hotel Club,ChIJo253WAtazpQRD0-xOY16AgE,Open 24 hours,12 PM–5 AM,12 PM–5 AM,12 PM–12 AM,Open 24 hours,Open 24 hours,Open 24 hours
Asia Club,ChIJ726bsENXzpQRs7JhuWkMsY8,Closed,Closed,Closed,Closed,Closed,Closed,8 PM–3 AM
Majestade,ChIJHZltuslbzpQR9XJ1EiDfRtU,Open 24 hours,Closed,Closed,Closed,Open 24 hours,Open 24 hours,Open 24 hours
Mahara Lounge & Pub,ChIJAZqu1w9bzpQR-eR1ihPWHeE,10 PM–12 AM,Closed,10 PM–5 AM,Closed,10 PM–5 AM,10 PM–5 AM,10 PM–5 AM
Rasta Bier Reggae Bar,ChIJN1thlg5QzpQRw0YknZvnTH0,5 PM–12 AM,Closed,5 PM–12 AM,5 PM–12 AM,5 PM–12 AM,5 PM–1 AM,5 PM–1 AM
Pit Stop Shed 47,ChIJ8WM-MKRTzpQRSTx5ak6uv-A,Closed,Closed,Closed,Closed,Closed,10 PM–5:30 AM,10 PM–5 AM
ESPAÇO AUTHORAL,ChIJox0EA1tbzpQRqpbFsk-Pj5k,,,,,,,
Mistura Show,ChIJxaexSBRbzpQRA8NqtYK5uEc,10 PM–5 AM,Closed,Closed,Closed,Closed,10 PM–5 AM,10 PM–5 AM
Brazão Bar,ChIJuy10D8JazpQRE2hQbUCVQmg,8 PM–1 AM,Closed,Closed,10 PM–5:30 AM,Closed,10:30 PM–4:30 AM,10:30 PM–5:30 AM
Green hill,ChIJ2ddsT6hHzpQRxyDw5eo7d60,,,,,,,
Festa do Alci,ChIJLy72n09RzpQReo3lq5y5Lyw,Closed,Closed,11 PM–6 AM,Closed,11 PM–8 AM,Closed,Closed
Mandala Show,ChIJr9gpUYVDzpQRS6zdNJNcKRs,10 PM–5 AM,10 PM–5 AM,Closed,Closed,Closed,10 PM–5 AM,10 PM–5 AM
Athenas Danças,ChIJW54HKhhQzpQR9n8qWyTsop4,3–11 PM,Closed,Closed,5–11 PM,5–11 PM,5 PM–12 AM,3 PM–4:30 AM
All of Jazz,ChIJwZNYylBXzpQRpeR6yqt3eIU,Closed,Closed,8:30 PM–1:30 AM,8:30 PM–1:30 AM,8:30 PM–1:30 AM,8:30 PM–1:30 AM,9 PM–1:30 AM
Tropical Butanta,ChIJeSmCIAhXzpQRT0qqAGI-kQg,,,,,,,
Confeitaria Mirian Ferreira,ChIJGQvWCXPDyZQR2fNWtAgxPfA,Closed,9:30 AM–6 PM,9:30 AM–6 PM,9:30 AM–6 PM,9:30 AM–6 PM,9:30 AM–6 PM,9:30 AM–6 PM
Fab's Bolos Caseiros,ChIJvWHrBbLdyZQRXsWJmi6fEkM,Closed,9 AM–6:30 PM,9 AM–6:30 PM,9 AM–6:30 PM,9 AM–6:30 PM,9 AM–6:30 PM,10 AM–6 PM
bom bolo,ChIJC-OpxxndyZQREkvBV9Svwj8,Closed,8 AM–6 PM,8 AM–6 PM,8 AM–6 PM,8 AM–6 PM,8 AM–6 PM,8 AM–12 PM
Casa de Bolos Poços de Caldas,ChIJTzOpv0zdyZQRTJQgcJjjELE,Closed,9 AM–6:30 PM,9 AM–6:30 PM,9 AM–6:30 PM,9 AM–6:30 PM,9 AM–6:30 PM,9 AM–1 PM
Top Bolos,ChIJD9YP_23dyZQRiuDAXrQLW_8,Closed,7:30 AM–7:30 PM,7:30 AM–7:30 PM,7:30 AM–7:30 PM,7:30 AM–7:30 PM,7:30 AM–7:30 PM,7:30 AM–7:30 PM
Confeitaria Ana Rocambole,ChIJF6lXJOvdyZQRfwk19c5tVMc,Closed,9 AM–5 PM,9 AM–5 PM,9 AM–5 PM,9 AM–5 PM,9 AM–5 PM,9 AM–5 PM
LamiBolos,ChIJxYkcpq7dyZQR10P5EgHY9GU,Closed,8 AM–6 PM,8 AM–6 PM,8 AM–6 PM,8 AM–6 PM,8 AM–6 PM,Closed
Elizângela Bolos,ChIJNfaEulXdyZQRJsslQTgQXh0,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM
Sodiê Doces,ChIJ8ReuIO7cyZQR2LK4zMKmBfs,9 AM–12 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM
Pat.Tassi Confeitaria,ChIJY-3x8fHdyZQRJiI901WkZb4,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
Marise Diniz Bolos e Doces,ChIJ4UI8H5bdyZQReUOILg0DUvU,Closed,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM
Joyce - Bolos Decorados,ChIJrfBddxDbyZQRXXBppXC2wZA,Closed,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,Closed
Delícias da Camila,ChIJGWbi4ILbyZQRUO-W20kVf-g,Closed,8 AM–6 PM,8 AM–6 PM,8 AM–6 PM,8 AM–6 PM,8 AM–6 PM,8 AM–3 PM
.,ChIJ58F5cM3CyZQRpANWslrNIt0,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM
BOLERIA ELIANA MOREIRA,ChIJOerO1NLDyZQR59bLZ41oWwM,8:30 AM–6 PM,10:30 AM–8 PM,10:30 AM–8 PM,10:30 AM–8 PM,10:30 AM–8 PM,10:30 AM–8 PM,10:30 AM–8 PM
Maria`S Confeitaria e Bistrô Poços de Caldas,ChIJqzaY-kfDyZQRFA0dE8BWdes,Closed,9–11 AM,9–11 AM,9–11 AM,9–11 AM,9–11 AM,9–11 AM
Delicias Tia Su,ChIJefX_TMfdyZQRG38RWng6L-Y,Closed,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM
Dolce Paixão Doceria e Lanchonete,ChIJswcBtILbyZQREdilF0tQtqQ,Closed,12–6 PM,12–6 PM,12–6 PM,12–6 PM,12–6 PM,3–9 PM
Luciana Barbosa Doceria,ChIJx3KKAL9xSpMRmWxjkYd_9zo,Closed,10 AM–7:30 PM,10 AM–7:30 PM,10 AM–7:30 PM,10 AM–7:30 PM,10 AM–7 PM,10 AM–7 PM
Sr. Du Doces,ChIJlyN9YXvbyZQRRaWY2KUWHw4,Closed,1–7 PM,1–7 PM,12–7 PM,1–7 PM,1–7 PM,1–6 PM
Casa de Bolos,ChIJO6dH51bVmwAR-MmzMB-nrMM,Closed,8:30 AM–7 PM,8:30 AM–7 PM,8:30 AM–7 PM,8:30 AM–7 PM,8:30 AM–7 PM,8:30 AM–6 PM
Casa de Bolos Copacabana II,ChIJi8ZMX-bVmwAR8OztuqumGQU,Closed,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–6 PM
Casa do bolo,ChIJI0YSuETVmwARyXKiJuviwPc,Closed,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–5 PM
Bolo Sem Vergonha,ChIJAYBhSuF_mQARJKLBjXoDgcs,Closed,9:30 AM–4 PM,9:30 AM–5 PM,9:30 AM–5 PM,9:30 AM–5 PM,Closed,9:30 AM–5 PM
Casa de Bolos,ChIJIbJo8NMBz5QR5vuLJpwSRmU,8 AM–7 PM,8 AM–7 PM,8 AM–7 PM,8 AM–7 PM,8 AM–7 PM,8 AM–7 PM,8 AM–7 PM
"Bolo sob encomenda: Sem gluten, Trufas, Decoração e Organização de Eventos",ChIJT7eelGNZzpQRR8hXjCnHsLg,Closed,Closed,Closed,8–10:30 AM,Closed,Closed,Closed
Casa de Bolos Unidade Gonzaga,ChIJwTYztxADzpQRxnA5e-dciAk,Closed,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM
Fábrica de Bolos Vó Alzira,ChIJOVIx7MrVmwARC81Pg68cK9o,Closed,9 AM–6:30 PM,9 AM–6:30 PM,9 AM–6:30 PM,9 AM–6:30 PM,9 AM–6:30 PM,9 AM–6:30 PM
More cake confectionery,ChIJS1RSRTf33JQRNvzJM2ID6PA,9–11 AM,8:30 AM–6 PM,8:30 AM–6 PM,8:30 AM–6 PM,8:30 AM–6 PM,8:30 AM–6 PM,9 AM–5:30 PM
Fábrica de Bolo Vó Alzira,ChIJi3tlvFt_mQARsyJ9tmTrxD0,Closed,8 AM–5 PM,8 AM–5 PM,8 AM–5 PM,8 AM–5 PM,8 AM–5 PM,Closed
Vó Alzira Cake Factory,ChIJ_7EMGpPfmwARLSSkkmpohDU,Closed,9 AM–6:30 PM,9 AM–6:30 PM,9 AM–6:30 PM,9 AM–6:30 PM,9 AM–6:30 PM,9 AM–3:30 PM
Emilia Bolos,ChIJ8YfDJ_t8mQARidGu1CfzSZE,Closed,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–4 PM
Cobal do Humaitá,ChIJHW95Cd9_mQARsFqCnwE-ooU,9 AM–6 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM
Real Homemade Cakes,ChIJORnNAL7JzpQRQzhZts1tuVo,Closed,8 AM–6:30 PM,8 AM–6:30 PM,8 AM–6:30 PM,8 AM–6:30 PM,8 AM–6:30 PM,8 AM–5 PM
Confeitaria Mamãe eu Quero (Pátio Bahamas São Vicente),ChIJxbKXRaybmAARl_T_kCkpwgI,11 AM–2 PM,11 AM–8 PM,11 AM–8 PM,11 AM–8 PM,11 AM–8 PM,11 AM–8 PM,11 AM–8 PM
Belli Gourmet,ChIJ04jdjswDz5QRBL_hl00rVEk,9 AM–1:30 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM
Cake & Co.,ChIJWauUZ95_mQARbCezUg5ZRPU,Closed,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,9 AM–7 PM
Sodiê Doces,ChIJtVcZlVRWzpQRWVRXpW-MG18,10 AM–5 PM,9 AM–8 PM,9 AM–8 PM,9 AM–8 PM,9 AM–8 PM,9 AM–8 PM,9 AM–7 PM
Casa de Bolos Vó Félix,ChIJz305DLi1zZQRHGWssMOxXF4,9 AM–6 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–6 PM
Kit tortas.com,ChIJFdL3a9PhmwARvafv7wsq65c,9 AM–5 PM,8 AM–9 PM,8 AM–9 PM,8 AM–9 PM,8 AM–9 PM,8 AM–9 PM,8 AM–9 PM
Suave Sabor,ChIJp4BIII9ezpQRJ9vms6FnTh0,9 AM–7 PM,9 AM–8 PM,9 AM–8 PM,9 AM–8 PM,9 AM–8 PM,9 AM–8 PM,9 AM–8 PM
Félix Cakes Confeitaria Artesanal,ChIJV1IuUw21zZQRnSMevS240gk,9 AM–6 PM,9 AM–6 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–7 PM,9 AM–6 PM
Doce Suave,ChIJe-M7QQpOz5QR4ivQLE2spcU,9 AM–12 PM,9 AM–6:30 PM,9 AM–6:30 PM,9 AM–6:30 PM,9 AM–6:30 PM,8 AM–12 PM,9 AM–6 PM
Sodiê Doces,ChIJ1dhfDR1YzpQRt-KsT3LN05U,10 AM–4 PM,8 AM–7 PM,8 AM–7 PM,8 AM–7 PM,8 AM–7 PM,8 AM–7 PM,8 AM–7 PM
Doçura Doceria,ChIJJ65gYoWyvZQRGHfs95jE7-A,Closed,8:30 AM–6 PM,8:30 AM–6 PM,8:30 AM–6 PM,8:30 AM–6 PM,8:30 AM–6 PM,8:30 AM–4:30 PM
Casa de Bolos,ChIJxxjklwfWx5QRFbyXvWeMT-o,Closed,8:30 AM–6 PM,8:30 AM–6 PM,8:30 AM–6 PM,8:30 AM–6 PM,8:30 AM–6 PM,8 AM–12:30 PM
Confeitaria Holandesa,ChIJMfTYZ3Hk3JQRBshJAgMOdTc,10 AM–6 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM
Mania de Torta,ChIJ2e6v60DVmwART3fPyJw6gEA,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM
Kurt,ChIJ30yikrLVmwAR3gRVxW7bYpY,Closed,8 AM–7 PM,8 AM–7 PM,8 AM–7 PM,8 AM–7 PM,8 AM–7 PM,9 AM–6 PM
Bonequinha Doceria - Mogi Shopping,ChIJh-fZYTDYzZQRYXakQctdIZM,10 AM–11 PM,10 AM–11 PM,10 AM–11 PM,10 AM–11 PM,10 AM–11 PM,10 AM–11 PM,10 AM–11 PM
As Claras,ChIJI0EXl8zQmwARA9i26LayuLA,7 AM–5 PM,7 AM–7 PM,7 AM–7 PM,7 AM–7 PM,7 AM–7 PM,7 AM–7 PM,7 AM–7 PM
Lu e Cris - Bolos e Salgados,ChIJYak5IvLx3JQRs7bQxk1Mymo,8 AM–10 PM,8 AM–10 PM,8 AM–10 PM,8 AM–10 PM,8 AM–10 PM,8 AM–10 PM,8 AM–10 PM
Honey Doces,ChIJezEQKx35zJQRX-dKVDVjUS0,Closed,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM
Barcelona Sweets and Breads,ChIJB6IgzSRYzpQROy2yxvaQ4Jc,6:30 AM–9:30 PM,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,6:30 AM–9:30 PM
S.O.S. Cupcakes,ChIJTa-fXeRXzpQRgkL5bzXWWqg,Closed,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,Closed,10 AM–7 PM
VIANI BOLOS E DOCES GOURMET,ChIJWTMDYTqtvZQRYQIDUflj9kU,Closed,12:30–7:30 PM,12:30–7:30 PM,12:30–7:30 PM,12:30–7:30 PM,12:30–7:30 PM,12:30–7:30 PM
