Nome,ID,Cluster,NotaMedia,QntdAvaliaçoes,FaixaPreço,Categoria,Thumbnail
MIZUKEN RESTAURANTE JAPONÊS,ChIJ272BfFD1zpQR7fWMwtQnwfs,8,"4,5",2321,1,japanese restaurant,https://lh5.googleusercontent.com/p/AF1QipO9rTWEbzZDaEvBsGS7uGzkOJvzEvS3rDp2jPSO=w138-h92-k-no
Restaurante Banzeiro SP,ChIJSReWN-BXzpQRnczEqxxpsFY,13,"4,7",867,5,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipM1WwplcFZ5K3wfPwiGvdaErsyhUt5H4TknK0RV=w122-h92-k-no
Restaurante Nina,ChIJYdY4ZvTXzZQRWgM5jbD_bY8,11,"4,6",402,0,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipP2MQdRgzgoDOPD_A969TZlRzKcWmO_ue8imhcr=w122-h92-k-no
Restaurante e Churrascaria 25,ChIJt4L_q_hYzpQRGCLEl3Q5f6U,9,"4,4",245,5,buffet restaurant,https://lh5.googleusercontent.com/p/AF1QipP5Elq0LGTZ8BTWwJcv81go216m4rijWoDIgjwC=w122-h92-k-no
Ponto Chic,ChIJw8A9BFFYzpQRyf3Mmt8uwq4,9,"4,4",3111,1,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipMcF-ij7ZkLim7zJWOLiEPxe8KB0_83I-TWrW7q=w122-h92-k-no
Fonte Leone,ChIJRx3ClMdWzpQRW8n_1_Lphm8,8,"4,6",1963,2,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipNrvQ72SVAZEzS1gIfUFXIJddW1Jrs7OSnvJurS=w137-h92-k-no
La Tambouille,ChIJX5TN42hXzpQRBeNZ59YSKNE,9,"4,7",769,4,restaurant,https://lh5.googleusercontent.com/p/AF1QipM0BdheKfiDvLWOTUK5dMAQ_3yJ8lSQ3Ot21ZuB=w122-h92-k-no
Restaurante Chic Chopp III,ChIJPcPs0lQQyZQRf1Ql9KEBODE,2,"4,5",1574,1,buffet restaurant,https://lh5.googleusercontent.com/p/AF1QipMtYl1QD1mjGGA0I_2XvC85bbm91IoTTUmOa4vY=w80-h106-k-no
Frango Chic,ChIJMX0Nd4jfmwARmxVWsfSggPs,11,"4,4",4617,1,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipNSS03npCrn-1hwUwy78HkYEzDXPpW_NnUqVDSV=w122-h92-k-no
Coco Bambu Anhembi,ChIJq6oGJ-H3zpQRezSvQ3j94Lw,1,"4,7",25951,2,seafood restaurant,https://lh5.googleusercontent.com/p/AF1QipOVhM3N5v4l5OESsiz8pHX3e2kCuwS-nVt6CSbl=w122-h92-k-no
Nonnetto Ristorante,ChIJjScwFkT1zpQR9IoSNwF5VTc,2,"4,6",455,2,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipPQc2is16a2NfFj98Hyzr6k91gbzJy_IXJAsA1t=w132-h92-k-no
Casa do Norte Chique,ChIJwel_9pxdzpQRmMcgiLb9tZk,14,"4,2",2510,1,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipPaofMH6exIoGyp6Yu6LQ4YqhF2nbqB77kw6DxT=w163-h92-k-no
Ponto Chic Perdizes,ChIJlz-f8BpYzpQRRuDF8CBSnAE,3,"4,4",5374,1,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipMaovccBFsYyCvUiysorwPyJomn4cAKA7yquoVh=w122-h92-k-no
Ponto Chic Paraíso,ChIJa0t8x49XzpQRD14YlFxwq7g,4,"4,3",6324,1,bar,https://lh5.googleusercontent.com/p/AF1QipNtkAG9gvVFgWYBqiE5uVNDqr75UzqSFCpcgD8=w138-h92-k-no
Nordeste Chic,ChIJu-gx2e9hmQARCfg2LKfBVmM,11,"4,3",16,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipP1tUtq0N8PWbyYp6b5uuc25s9hBRLhBZyI8kil=w80-h106-k-no
Restaurante Lilló,ChIJQaA7JiJazpQRJiXU_qDLdJ0,15,"4,5",2568,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipOVriPUQwNs5fQTndxIzrMP4WELZW4gEmnEN5uD=w122-h92-k-no
Terraço Itália,ChIJz36TCeJZzpQR4vkgCNah0Dw,1,"4,6",10560,4,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipMbqTKrLtHf-9Soj8vUXT_9Gw7GmSsefteX8B5-=w80-h106-k-no
Praça São Lourenço,ChIJF4g6k0xYzpQRt-eBJ-ets84,15,"4,6",4860,2,restaurant,https://lh5.googleusercontent.com/p/AF1QipMQAcWEQOYaQNu3qS8sfvb21TP0cCX7P4Jak1vK=w122-h92-k-no
Josephine Restaurante,ChIJWZPI3VdXzpQR_CepIUcb0to,3,"4,5",1761,2,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipMGXBeG5INm0NF2N0yz2sy8zpbfnXy5rIwgBFYh=w122-h92-k-no
Moema Chic,ChIJTygCU5_1zpQRJCxxsiXSTqM,14,"4,3",1565,1,bar,https://lh5.googleusercontent.com/p/AF1QipNGbrsbi2kfZaYf5cPLswKg4cnM_VDqcUHnXyA=w91-h92-k-no
D'autore Restaurante,ChIJpWMvtFbPyJQROBgvdL4VMaI,9,"4,6",956,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipO6OLu31i_HhLkbt4LbogRTIZR-5u2t_jvAoOOH=w163-h92-k-no
Loup Restaurant,ChIJv5CU_kFXzpQRAD-4fc89qPA,2,"4,6",695,2,restaurant,https://lh5.googleusercontent.com/p/AF1QipO9s41ToMaNvUaASyr4Z-klvslV2nU1v9EnmQvO=w123-h92-k-no
Restaurante Catalina,ChIJq6r-cw8DzpQRAYqmeLgqpCI,9,"4,6",919,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMwCCmrXrNHEDeW86QwyyH3BWlEQo5L6pyfSHoj=w137-h92-k-no
La Varenne,ChIJn_vck47j3JQRAp0-oujzOFg,1,"4,6",507,5,french restaurant,https://lh5.googleusercontent.com/p/AF1QipNdQxJsXwd9Zc0UxITIq9lwNrvWILHxQlnk9TKg=w80-h120-k-no
Lellis Trattoria - Curitiba,ChIJtzPt_47j3JQRAUmR8xhZOdA,2,"4,6",3260,2,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipP23AY6AO9SlBXRMNaFchLcBVF1CDBdcLAmYoEg=w137-h92-k-no
Base Steakhouse,ChIJ78fhdpCKzpQRRYzvCqiKt0g,14,"4,6",160,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipO81em251jqzN8h2W2tRNJhjT0gr1MxusFMYjWl=w122-h92-k-no
ICI Bistro,ChIJbzGqHDFYzpQR2Kw1Tf1PtzM,8,"4,5",1020,2,french restaurant,https://lh5.googleusercontent.com/p/AF1QipN7iLzyZbprVUKc8TQ_vFNcXXT64p6aJ0EG1x6E=w80-h106-k-no
Chef Rouge,ChIJP-UPbzRYzpQRdxqmmSZbSY4,0,"4,6",579,5,french restaurant,https://lh5.googleusercontent.com/p/AF1QipMJQOFBeRzFGrS3nBo6gj1YTxVyzEJyemu87lFV=w92-h92-k-no
Nico Pasta & Basta,ChIJb3DBGe9bzpQRIXK1vMiJCgY,15,"4,6",3588,2,restaurant,https://lh5.googleusercontent.com/p/AF1QipPvSWgusXZPFhR0p5WiNIEqpZnff-TSqKpF3tkx=w122-h92-k-no
Outback Steakhouse,ChIJJe5aAvhbzpQRG--n0g6O0hU,13,"4,6",7061,2,restaurant,https://lh5.googleusercontent.com/p/AF1QipM8EmknV1jBDbQsXA0vBqXscH6dqM7AzpuNzb6q=w171-h92-k-no
Restaurante Neto,ChIJMSQ2sEFRzpQRTPlxQHw7bxQ,14,"4,7",176,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipOrqJAub8biP8dsriao2rYkbMobJ3qir2tG1LkC=w122-h92-k-no
Saint Peter Restaurante,ChIJ6zbQyyoZ35QRsn9HXi1ix1w,5,"4,7",3189,1,buffet restaurant,https://lh5.googleusercontent.com/p/AF1QipMuNGsoIui4uIE43-jubEa-dYibDHduoB4LsFsc=w122-h92-k-no
Olea Mozzarella Bar,ChIJH5Va0nlXzpQR2ObHRfI06xI,8,"4,5",1026,1,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipNfY4Y_bH8xIM4jTfUiJAvpgHQdPQQvWYedlm8B=w163-h92-k-no
Restaurante Bellé,ChIJk53J9_PL2JQRORVNSJY8w8Q,12,"4,7",442,1,buffet restaurant,https://lh5.googleusercontent.com/p/AF1QipNy-yrMRc9diZk9C4RWDdE-CaOPtExywoNHJWrw=w80-h142-k-no
Macarronada Italiana,ChIJuWw_My3PyJQRXiQjcjwoGx0,15,"4,5",6625,1,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipO-n8KOTyhpuYTgyoYU9PQc7VQxJNMsxlbnN8pj=w122-h92-k-no
O Italiano Restaurante,ChIJMeJf3xq9pgAR_XIq15X8UlI,2,"4,6",1913,2,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipOSc-AyXYHVlT0UjzgakUprXPEoHOvh0NPKFw78=w80-h106-k-no
D.O.M.,ChIJ_Qdn5dZZzpQRWJ5lDWdVmSY,4,"4,6",1539,4,restaurant,https://lh5.googleusercontent.com/p/AF1QipML7y11_0JHo1BUwmyXbK6MXxikPCfYM5mfiLEF=w122-h92-k-no
Osteria Nonna Rosa,ChIJAVpUeQxZzpQR0ebg-yitws4,1,"4,6",532,5,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipPqdL3HfyxZUsMTOPQorGJJbJo77LwZ9gEUDVM=w122-h92-k-no
Restaurante Kitchin,ChIJ5zcZVEdXzpQRQT0a7CLIh0U,2,"4,6",719,2,japanese restaurant,https://lh5.googleusercontent.com/p/AF1QipOzrE2Ln21ikou187yb9LikkDeGeI-od1WJyKPx=w122-h92-k-no
Honra Restaurant,ChIJtbAMutDQ7JQRAtEcqAMIU4I,6,"4,5",316,2,restaurant,https://lh5.googleusercontent.com/p/AF1QipOIaCOYwYtLGct8-0LhpF3xsvyzbPKzmof7RPj_=w122-h92-k-no
Bobardí,ChIJ050Ozyjk3JQRuwiwNz-6s14,5,"4,4",1365,2,restaurant,https://lh5.googleusercontent.com/p/AF1QipPFpB-N8lPuELptjN4IjLCNTbJ_OY9bClUVn9V7=w80-h106-k-no
Zazá Bistrô Tropical,ChIJe3Hs4ATVmwARsLPcaC--ux8,4,"4,5",1820,2,french restaurant,https://lh5.googleusercontent.com/p/AF1QipMalXcLA_nFS4jTLkeg3WX1W0tqwgbCuiHP2Gek=w122-h92-k-no
Banana Verde Restaurant,ChIJL5q_pZdXzpQRTUa5vyc5d_Q,15,"4,6",2233,2,health food restaurant,https://lh5.googleusercontent.com/p/AF1QipO8PVrCgoY_pYF5cTUqMyW28CJBJQ819ffqR-up=w137-h92-k-no
Restaurante Pérgula,ChIJjZJPDlTVmwARJnson9A3CG4,14,"4,7",665,3,restaurant,https://lh5.googleusercontent.com/p/AF1QipPZtRg57magfOQPW3OXFhcOJF6hn2OYxuwRT6_F=w122-h92-k-no
La Villa Restaurante Rio de janeiro,ChIJ72rPsfx_mQARt0zL7AMz0OY,2,"4,3",715,2,french restaurant,https://lh5.googleusercontent.com/p/AF1QipOnP00Wnp68r6TiDd1y9HwFFMgZzMeU_wp-bA2c=w138-h92-k-no
Enosteria Vino e Cucina,ChIJBx3XaxNXzpQRQnKb57xyDEY,8,"4,7",313,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipOB5FFVmQU5oHHjmgEh_ROax2EhmBFLPghj5qd2=w138-h92-k-no
Gaucho Mallet Grill,ChIJl9cmu64dzpQRIYAxRQqauf0,1,"4,6",3672,1,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipN4IgmT3Wbf_7b6fmWPFpUb9LDQ-PmodH8FZXKT=w163-h92-k-no
Mimo Restaurante,ChIJe5d1ZMJZzpQRDBPnvPrY0DY,5,"4,4",1161,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipNd4wTmGYCHgWO4L47OQ3Ts5Y5hziCFN5EMMNSW=w80-h106-k-no
Bistrô Charlô,ChIJO_UYIddZzpQRQVkwf6sCJVc,13,"4,5",315,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipO7bQhPPdTPRMNwXLd6Djd3ONDIGwokOQQINIFG=w204-h92-k-no
Restaurante Contos de Réis,ChIJaZP3ih8LpAARxu-bFgePUy0,13,"4,5",2222,1,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipM2qTgrlDN6Z0SgBxtIvQ892mM-udxLczW9mIPR=w134-h92-k-no
Café Journal,ChIJ85TN9BFazpQRi_sXK84nr6k,4,"4,5",2337,2,restaurant,https://lh5.googleusercontent.com/p/AF1QipN8yE2KLU7WHnTM8MLg4D_byFwp9bLkhutKUrYz=w92-h92-k-no
Don Mariano,ChIJ7TA96cJQzpQRgbxpzHnOl04,2,"4,4",383,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMtP5f5Di78lotnDAZNbbAcMdgR2XCIDJVfRNR-=w143-h92-k-no
D'Heaven,ChIJ719_w5zbmwAR_f3J1Srh1_s,13,"4,6",1202,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipPflU62h4iexCZd__Nmh8qP8_Jl8eSDiUKS9DCe=w137-h92-k-no
Ostro Cozinha & Vinho,ChIJmdCXtbK32JQRGeIHamnST7E,11,"4,6",54,5,seafood restaurant,https://lh5.googleusercontent.com/p/AF1QipPjFXW0g8Nph-BpDGmC8qkYyVNdeCDU9c2OS0xv=w163-h92-k-no
Bistrot venuto,ChIJ6VTodMNZzpQRPpJzkKiI9to,1,"4,6",186,5,french restaurant,https://lh5.googleusercontent.com/p/AF1QipO1I2MHaiLyjsRe7kkyjvkM60XhyjjnAHiEh3Bp=w138-h92-k-no
Gold Star,ChIJu0h_vBACzpQR5oPg1cBax4w,13,"4,5",3381,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipOoP_Py03x65AH9XOrQabC8vPmVFvTDf-EKIZgD=w163-h92-k-no
Terrazza Rooftop Jardins,ChIJYekTs_dZzpQRQChNY4Exj1k,14,"4,8",846,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipM0SfZ1_M6KQBT445n6irS2d-7pPtpvmqpw2Lsy=w80-h106-k-no
Misturaria Fina Mezcla,ChIJHdHkh_aDmQAR9WUEFFVvyBw,5,"4,8",261,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipNAFhm8ZLqMR94JxKBkm2oDVWD_dEskDQW9Rd9V=w156-h92-k-no
Maria Pimenta Lanchonete e Restaurante,ChIJGzxR4g3_zpQRnVTIxRvYPkQ,11,"4,2",30,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipPkP2gtRC9Q9Y9nbl03qcp0h0HT9NfhWF4hq9ns=w160-h92-k-no
Delírio Tropical Ipanema,ChIJKbHAmQbVmwARS6v8RFPerJs,13,"4,5",2553,1,health food restaurant,https://lh5.googleusercontent.com/p/AF1QipNbek83SdJVk1lBbt_RjnQRToYrciMDCYl5YThX=w163-h92-k-no
Bill Breads Bakery,ChIJf1Lls4cBz5QRb8Iocia7rbk,5,"4,6",1018,0,restaurant,https://lh5.googleusercontent.com/p/AF1QipPxMdLhoeNDrkKWFSJ1bjgtovkENAuXaNU6xcKn=w138-h92-k-no
Manacá Restaurante,ChIJc_dvlTCB0pQRkenZ1t6DQN8,15,"4,5",794,3,seafood restaurant,https://lh5.googleusercontent.com/p/AF1QipNoZ44QvMuzRXDblRihFDHXPquCvwpzBnCQ-wgk=w80-h106-k-no
Domo Sushi Bar,ChIJFQdL95NezpQRNVb51MFQ-ps,2,"4,5",1702,1,japanese restaurant,https://lh5.googleusercontent.com/p/AF1QipOK7tG_4H6RjnYFHa3aoK2BbGMVN6-pnmbgvit_=w185-h92-k-no
Le Bou Bistrô,ChIJxSQwQF5XzpQRX2VbgRBA4GY,0,"4,3",528,1,bar,https://lh5.googleusercontent.com/p/AF1QipMIZKOcH-A-Uig6-huaQOkrU8RD8D61iN0o1fhE=w137-h92-k-no
Restaurante Cremerie,ChIJwRDt_XhMmAAR2Ov6CKnryTk,11,"4,4",552,2,french restaurant,https://lh5.googleusercontent.com/p/AF1QipM2hfQbRyJ3wt6UScuiH7e6wc1iCnurY1pe-Mkm=w122-h92-k-no
Fazenda da Comadre,ChIJlxuwAramzZQRfyoTTUqUb5g,11,"4,6",12756,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipMnoF3nPSAsam9San4Vutz9IWLGRrvSRXmH0fJ-=w139-h92-k-no
Maya Café,ChIJ_8iJ3-p_mQARj22svCC6BBU,11,"4,5",1418,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipOmvBckgTsg_L1XmjnAvHQbEFHbZpYobY42YI3Z=w138-h92-k-no
Frevo,ChIJKRUBl9ZZzpQRo4N6odTPPeM,12,"4,4",1451,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipPyAfv7kjM87r5xCZWkP_0eQDIUdx5atKLllUkN=w80-h106-k-no
Nola,ChIJXxfMXLPVmwARuO3YC_0Jd_A,1,"4,6",951,2,restaurant,https://lh5.googleusercontent.com/p/AF1QipM9IuMzMXK_FvM1U5NMJEtx6mDfXb5om49BDHvz=w122-h92-k-no
Cha Cha,ChIJ7-DihENXzpQRu2KD_QcYvpQ,14,"4,1",402,2,restaurant,https://lh5.googleusercontent.com/p/AF1QipPcA_73Jj_ODXsMfGA9a_ViCuoUfweuIlp31QSp=w80-h142-k-no
Hospedaria Mooca,ChIJ430S80ZZzpQR1UOJMRTY3EA,14,"4,4",1960,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipNlKdntRgricBEAvDbOT1HGP1MuZl6nKoNMwBYu=w163-h92-k-no
Al Bak Comida Árabe,ChIJv5KmTezQ7JQRUC_dKNkZqkU,13,"4,7",317,1,middle eastern restaurant,https://lh5.googleusercontent.com/p/AF1QipOaV9_nwa4YuWSwFqSIg4tBdLLdtFzGwAVjFP_G=w138-h92-k-no
Mistico Restaurant,ChIJ5abFEAtVlgARu-AkAdXLV3A,6,"4,7",718,3,restaurant,https://lh5.googleusercontent.com/p/AF1QipME2pco6faJ3-62-mRED5W4Z4MSn85OH_74x-Zb=w142-h92-k-no
Dati Restaurante,ChIJlfjyU9v_0ZQRIuyWWkv4W1g,7,"4,4",5432,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipOhj-SHbGZxnfmcukv5ujS8j9B41xFl92NIuNQ=w92-h92-k-no
Joy Sushi Santana,ChIJi_801TX2zpQRCFI2pF7_4IU,2,"4,5",1541,2,japanese restaurant,https://lh5.googleusercontent.com/p/AF1QipMrwn74uZIjZnugwHzGTD7KZufP-qGN621Hg_CC=w122-h92-k-no
Restaurante Capim Santo São Paulo - Museu da Casa Brasileira,ChIJe3cY4M1ZzpQRAsQpeMVzkXk,5,"4,5",3288,2,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipOPB7-ZpagvtWQvCnHiqfEBncmwyh3UWCGzYoQ=w122-h92-k-no
Eataly,ChIJ-7uLTERXzpQR8d3dw3KgHlU,14,"4,6",38751,2,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipMVQgASM_miGxOd9plUj4aV-al8adAcbEQA9cLc=w80-h106-k-no
Coco Bambu,ChIJj4FXBGFRzpQR7LXAktHyo8c,3,"4,7",13630,2,seafood restaurant,https://lh5.googleusercontent.com/p/AF1QipNWpPsuejOnuM06WMcRM0W2omDbbbKJv_eTJtTI=w154-h92-k-no
Jiquitaia,ChIJCaUFxsxZzpQRQO93YKHQBz0,10,"4,6",2008,1,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipPu-SVS6g7ddXQgfSY2fIxXxx_6nIiB6OLf9YUq=w136-h92-k-no
Restaurante Amadeus,ChIJKdgB3tJZzpQRPavAu0IR--E,1,"4,6",642,3,seafood restaurant,https://lh5.googleusercontent.com/p/AF1QipNo_11pc7zs4UnIKvQvqKCB4Hbpe2kJIakqTqFc=w138-h92-k-no
Manai Gastronomia,ChIJe6t1Os1ZzpQRs-MxtQ5RziQ,7,"4,6",1839,2,buffet restaurant,https://lh5.googleusercontent.com/p/AF1QipPWDfdn-fWtac8EFSV5XeHZsnU7dsPzwybIGh2d=w122-h92-k-no
Leiteria Ita,ChIJAQO1AlFYzpQRNi25tKZj-As,14,"4,6",1039,0,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipMJIySjyhSAvGuNytYNBrNaKoi6HPB-xUZy0HQa=w163-h92-k-no
O Gato Que Ri,ChIJ69t2yUVYzpQRoT6Ye8eQC_o,1,"4,5",5794,1,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipNbwzRraNDnZFPpQSFq0_ntasU99MHQ8k6E11SP=w122-h92-k-no
Restaurante Expresso São Paulo,ChIJU5UUx1RYzpQRWUs6_yqQFGc,15,"4,4",730,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipO4a5QwAtI_JUjiHoa3iDy_L3WVQMRZHvO-2bTR=w80-h106-k-no
Barolo Trattoria Jardins | São Paulo,ChIJATyQmB1ZzpQRgrG-ddlha30,8,"4,6",656,1,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipPxOBQzF4GkMGZXHA9SUAtN8TZHQApW_YrcyOhz=w122-h92-k-no
Casa da Mortadela,ChIJ717JOFBYzpQR6ylaW_cggBo,1,"4,5",1349,1,bar,https://lh5.googleusercontent.com/p/AF1QipO6ib9Nizfo4N027osb_cKnm1sM8wPCg0BZ_VxC=w122-h92-k-no
Restaurante Emiliano,ChIJtyRW09ZZzpQRLt2nWdS_H1o,14,"4,6",561,3,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipNqLMXDOxsC9YhhJ8NN6cKlfAPf67jDIbScrZy0=w122-h92-k-no
Gero Restaurant,ChIJ3bvo19VZzpQRDgbV9xTNMQI,1,"4,5",1134,3,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipNaelsQnK0k5zTjRhF-MIKN1PIwcpV7oUiUCHc=w122-h92-k-no
Barskiy Dom - Restaurante Russo,ChIJhayspCtZzpQRysss1ZYGss8,7,"4,6",406,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipPZnS_KhP5DGo9jZnpJ1v8Ty8eELNeqNnX1AD7q=w122-h92-k-no
Restaurante Bom Gosto,ChIJ8XrTtFVYzpQRDJU8eGeZlOA,2,"4,5",966,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipP4hylhObbt-G5QxQ0SqrkoOM5HoGexvEbgimfW=w122-h92-k-no
Bella São Paulo,ChIJaRlcGqtZzpQRnipueKeTtgk,12,"4,4",294,1,restaurant,
Taormina Ristorante Siciliano,ChIJg8lW78VZzpQRUOB-PuB-VpQ,2,"4,7",1053,2,italian restaurant,
Restaurante Recanto dos Sabores,ChIJhTti8cBZzpQRWEGjjpBJKfQ,7,"4,6",132,0,restaurant,
Restaurante Aizomê Japan House,ChIJO_6vhBdZzpQR9h2_WlFZjGs,8,"4,7",278,5,restaurant,
Consulado da Bahia - Pinheiros,ChIJKcc_OnZXzpQRuFATIPXZLTM,11,"4,6",4233,1,brazilian restaurant,
Restaurante Dare,ChIJxTgZX2dYzpQRuvxRC1Z7Ojg,15,"4,6",1526,1,korean restaurant,
Cantina Mamma Celeste,ChIJF7LxsbZZzpQRM6yZAVVQdaw,8,"4,4",1933,1,italian restaurant,
Mondo Gastronômico,ChIJ2_80jNpZzpQRSl18QEL4OpY,15,"4,5",796,2,italian restaurant,
El Mercado Ibérico,ChIJybrdbVZZzpQREIC6U89b0ao,5,"4,5",122,5,restaurant,
Garimpos do Interior,ChIJyyujYHf4zpQRZaGRWU7ZhmY,11,"4,5",626,1,restaurant,
Pratada!,ChIJ1z605XdZzpQR-RnkFqONWrc,5,"4,7",196,0,health food restaurant,
Casa Rara grill,ChIJtQYSsqxZzpQRNBozG6nHpLY,10,"4,5",548,1,restaurant,
Que Pasa?,ChIJbcNFLs1ZzpQRwiqazMv-bb4,11,"4,4",2214,1,restaurant,
Restaurante Armazem Morumbi,ChIJIQcuwPNXzpQRjKZZ6x8rLHo,14,"4,5",452,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipOxujiFCrZ_HOX6TuRqfcwCtxMfTtqAFoAham-6=w175-h92-k-no
Casa Maricota,ChIJK2e0_ZZZzpQR-2VMPtkTjTU,8,"4,6",492,1,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipPMj2XTuV-bmolf00LSFPLam-U6budiweCAMJGO=w122-h92-k-no
Restaurante Yashiro,ChIJSYUSx6ZXzpQRkHLfqBEAEow,4,"4,5",622,2,japanese restaurant,https://lh5.googleusercontent.com/p/AF1QipN6ZUvqbva9QgOu48K70Qz-zIOHd4ezqepS-xG8=w189-h92-k-no
Caluma Restaurante,ChIJ047Tiq5XzpQRKaQB2LWYIrs,14,"4,6",585,5,buffet restaurant,https://lh5.googleusercontent.com/p/AF1QipO-Nn_WhzSI0Ep_6TqVNYOyWxhhbgqDqr6HHC9E=w80-h106-k-no
Dalva e Dito,ChIJ5zh94NZZzpQRRKDDOyn6BEY,14,"4,5",2450,5,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipMqiaIQlM-0P5nrMpxzuADuvDOibzRR5y9QM1wE=w163-h92-k-no
Bar do Mané,ChIJYzoU1PhYzpQRjmYsKF9otzI,4,"4,7",1563,1,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipNytBl8XVMTlZa0H1n2D36ETqtYE2WasycMe_kD=w111-h92-k-no
Casa de Francisca,ChIJ_24wa8FZzpQR2qtTCwBXdcM,14,"4,7",2358,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipOJDe4CFiKwxAOinAkbvVxuKxac0Ve8RXbQhyKA=w163-h92-k-no
A Bela Sintra,ChIJgSfl89VZzpQRY5yT9RYJSXE,8,"4,6",993,3,portuguese restaurant,https://lh5.googleusercontent.com/p/AF1QipMwi2s_rOL51LdYTeHPhcKCvQvDJte4AuyaBIwt=w163-h92-k-no
Terraço Jardins,ChIJW2wfydJZzpQRhhJhpOjiVFA,0,"4,7",317,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipOoVvLgq1iP29uewGbf9KaDkjoEwn1cYniB-kk0=w138-h92-k-no
Mica,ChIJP-NxwqZXzpQR9P3yA2ffESw,1,"4,5",884,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipO7Ce4uomfOp82PGlP_JTKJ5BRUtStLk8psfgbb=w138-h92-k-no
Bosco Restaurante,ChIJx67-3_RXzpQRllVzn0uYXzc,9,"4,6",313,5,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipMGRCPu7DKIscnrEGAln_P-x3aJr3nhByKVPPk2=w80-h115-k-no
Abruzzo Trattoria,ChIJdXzasgZazpQRpNNlEEvxtEY,5,"4,5",1491,0,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipMWRxsXsc3T3QZR2RcovKr8g1qX6B8HB1xy5weo=w133-h92-k-no
Andiamo - Shopping Cidade São Paulo,ChIJwWg0iMhZzpQRPplLNLkckmY,13,"4,4",2203,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMf5QPQG8idROvChH6VQz_B5q5nsXiZzfobmVd-=w122-h92-k-no
Restaurante Vitta,ChIJtdgv9e1ZzpQRQlEPEQI8Ho4,9,"4,3",77,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMYx4QK0Bhljqpx0CtUcRm0tVb_v6RqcxPXXb3l=w163-h92-k-no
Eco Mercato,ChIJr2T_gk5YzpQRdN72k-XSuYg,1,"4,2",378,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMXETA-M8ZckbXOr2zFrDnmhFtNcXBFs40rsm6A=w80-h106-k-no
